<<<<<<< Updated upstream
[
 {
   "output": "religion",
   "instruction": "That’s right. Either send the children to die or we won’t support them being educated? Indoctrinated by the radical left? Tell you what, you can open all your christian schools for a month first. See how thst goes. Mmmkay?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Micheal I Am Persecuted Christian By Radical Islam Refugee From Middle East I Support My President And The First Lady Because I Work,I am offended by your comments!Obama destroyed USA and helped isis kill my Christian family in Iraq Syria,its Either you don’t have or no job!!!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@PrimeVideo @netflix making hinduphobic series like Family man and leila are going to drown you soon Stop being hypocrites Cant u see what islamic terrorism has done to the world ???? Dont u see kashmiri pandits??Whom to blame for the exodus of pandits???",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@Vandaliser @sajid_fairooz @IsraeliRegime Where they live tells you everything you need to know, namely, that Islam is a religion of bigotry",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "I have a degree, 15 yr military,14 yr L.E.O. and and Trump had every reason to band Muslims, they kill people. Yes this is fun I never heard from a politician that is your big of an idiot. Having a degree in nothing once you said you were a politician, your the problem.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "I am, for all intents and purposes, a fallible Christian woman, who leans more right, than left, politically. But, since we're actual people, I like to highlight the things about me that don't necessarily fit that mold.. For instance..",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@discerningmumin The hypocrisy of Islam is that they expect to convert people from other religions but they murder converts from their own.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "It might be worth looking at data on deaths from terrorism here in the U.K. vs the U.S. White male terrorism in school, church, etc. shootings kills many times more than Islamic terrorism every year, with only one exception. https://en.m.wikipedia.org/wiki/Terrorism_in_the_United_States Be afraid of the right things.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@NicolaSturgeon nippy lied people died. you time is up nippy. your parties time is up nippy. you've been taking the citizens of Scotland for idiots for too long nippy and you've been found out now. covering up a Corona outbreak, covered up Muslim child rape gang. games up nippy!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Islamic charities in pakistan funded by u.s directly linked to muslim terrorist groups, it means u.s funding and encouraging Muslim terrorists groups in pakistan. It is very bad u.s help pakistan with dollars,now pakistan will use dollars to boost Islamic terrorism.pak fooled u.s",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "What about Babri you idiot ? Muslims destroyed a Temple (a heritage structure) and built a illegal structure ... Now we are rebuilding the Heritage structure. By the way Hagia Sophia was a church before the barbarians converted it to a Mosque",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@anjemchoudary You have no say on what freedom of expression extends to.  Everyone should be insulting the phony pedophile prophet.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Idiot , what you know about Mewat ? Have you ever lived here ? Have you ever stayed here even for a single day? No one is dying or has ever died in communal riots or religious riots. It's your RSS and Company that's killing innocent Muslims all over the country.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Arab is not a language you idiot. Arabic is a language. Arab is a nation name. And you suddenlt turn to defend muslims? wasnt it you to call me muslim like you insult me? Hypocracy as you always do. Not surprised",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Why is it that secular Jews and atheists support radical Islam? It's sick",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Why you want to prove Hindus right, when they say most Muslims are India &amp; Hindu haters ? Idiot !",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "No cure mate, be in denial. It seems u enjoy muslims being killed. Unlike muslims who accept islamic terrorism dangerous u seem to love it.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "This Idiot says that Vikas Dubey won't be encountered cuz he ain't Muslim. But when he was encountered, blabber why he was encountered? Where's the logic? If they do things, you ask why? If they didn't do things, you ask why don't u do it? Hypocrisy!!!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@contrafactos LOL. It is common knowledge and there are countless reports about Muslim no go areas in Europe.  Just google it.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@harmlesstree2 Again you are an idiot. The Muslims were thugs. They quickly figured out that if they forced everyone to convert there..",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@UmarMal compared to the sewer and violence and poverty of Muslim Pakistan, Americans live in opulence.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Idiot. What's wrong with you guys? You may have watched so many indian or english movies and serials but no questions on that. Why you are feeling pain on this serial? It does not matter it's Turkish or Pakistani history, at the end it's Muslim's history and you can't stop us.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime I know about Judaism.  I don't recommend it.  But most Jews are secular.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "RADICAL LEFTIST GROUP Threatens Christian Prayer Rally Planned on Saturday to Save the Iconic St. Louis Statue in Forest Park https://www.thegatewaypundit.com/2020/06/update-radical-leftist-group-threatens-christian-prayer-rally-planned-saturday-save-iconic-st-louis-statue-forest-park/?utm_source=Twitter&amp;utm_medium=PostTopSharingButtons&amp;utm_campaign=websitesharingbuttons via @gatewaypundit The Leftist plan to attack a prayer group. Satan runs rampant through the left and the Dems who support them",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Shall we make it even simpler? Will you be wearing Rainbow Laces, in support of the LBGTQ+ community?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "If you Go against tsmy . Whats wrong with his decision to join UMNO , PH will not win next PRU , why? Because of ramasamy , kullasegaran and santiago . So what u did as A PM. At the time this idiot were talking about Muslims ? U were silent, u dont have the power that u had ....",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Isis quotes Quran and sunnah too, does that make them right? Why are we directing our ummah towards these books by terrorists anyways, why not direct them to the best books by actual scholars?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "You idiot he was doing his JOB, everything he has done was his JOB there is nothing he had done which is not in his job domain. As an INDIAN I respect him, that he had done his job truthfully BUT as a HINDU I will not tolerate a MUSLIM in BHOOMI PUJAN or GARB GHRAH.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "How can anyone truly be a Christian supporting the far left radical Dems? Dems support abortion at 9 months and beyond if the little one makes it. They support &amp; defend traitors in this country while spewing propaganda in the MSM. Evil has infiltrated Christianity Today as well!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Terrorist Taliban attacked a civilian hospital in #Zabul province of Afghanistan and killed dozens of civilians . Shame on you #Taliban. This is not Jihad , this is crime against humanity. #Zabul #Afghanistan",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Jihad muslim invaders destroyed bharatvarsh it destroyed Persia and many cultures idiots like you defend it",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "You're completely wrong on that one. I'm a Christian woman and I have 3 gay family members, and 1 friend who is gay and I love them all. It's not my place to judge them or to say if they're right or wrong, and they love me all the same.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@watan71969 This is why the world knows that Muslims are Taqiyya liars that manufacture fraudulent data.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "I think that some of that happened under the muslim &amp; village idiot’s regime. Nicht wahr? Besides, you can’t say that he really had any kind of cooperation from the DOJ until Barr. Can you?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@MaxBlumenthal @Ajzionts Nope, Blumenthal ignores the countless cases of Muslim violence against minorities around the world, and instead...",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "2/ ...and if you think the 'palestinians' would be satisfied with such borders then you're either naive or one of their 'useful idiots' who simply does NOT understand the Arab/Muslim mindset:",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "a bitch who knows nothing about islam or its open support for rape,pedophilia & slavery yet this cunt wants to tell me we are all friends,.where do idiots like you come from,..I wish you were here now Id treat you how the muslims treat the blacks in North Africa it ain't friendly",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime The Quran itself is the source of the hatred, murder, imperialism, sexism.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "aHA AHAHAHA very funny. As a matter of fact, no. Twitch does not try to cancel Christianity. They support the freedom to exercise one's religion. What they do NOT support though is targetted harassment. Maybe try not to be an Islamophobe and a radical Christian next time, aight?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": ". Lame attempt to protect Terrorists -Quran recommends taking Kafir Women as sex slaves, ISIS did that to Kurd &amp; Yazidi women -72 Naked hoor are their motivation to become fidayeen &amp; #TabligiJamaat preach it to all MUSLIMS Suddenly now they became Bajrangbali Bhakt ! .",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@Head4uarters @JihadistJoeJnr @KittenKoder The global comprehensive terrorists are afraid of Quran &amp; Jihad as these can rescue humanity",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@realDonaldTrump is the only @POTUS in recent times who has taken a tough stand on #Pakistan &amp; #islamic terrorism. But that is immaterial for u- right? In your blind hatred for Modi u will diss anyone and anything that is beneficial for India ( but ur loyalties r not with )",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "If I were running for dog catcher the endorsement I would want would be from you of that idiot @AOC even if I was another fu@king Muslim",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Who r u to question him? If u can't raise #voice &amp; condemn #Islamic terrorism in J&amp;K #Lashkar-e-Taiba #Jaish-e-Mohammed #HijbulMujahideen #AlBadrMujahideen #Harkat-ul-Mujahideen #JKLF #Hurriyat Ever seen @OmarAbdullah @MehboobaMufti condemning #Islamic terrorism in J&amp;K even once?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "I couldn't stand that Muslim phony SOB, I about fell over when the idiots reelected it. Biden would be worse but you all ready know.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "age, money, position, knowledge, award, love, respect, humanity can't change the ideology of #terrorism #jihad only in one religion around the world... #JavedAkhtar u understand...U better understand #SaveIndia #Delhigenocide #Tahir_hussain_terrorist #ArrestTahirHussain",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@RednetSarah @labajetta_mike @ISIS_Med If that is Allah's wish, then why doesn't the lazy asshole do it himself.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Lets talk about Corona! This is a China virus chump, not an American virus! Trump did not lie to China chump, they lied to the world! As hard as you idiots on the left want to blame our president he did 100 x more to protect Americans then Muslim Barry did during the H1N1!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "I don't care what you believe .. My arguments are very solid .. but of course an idiot who believes in such personalities will not have the IQ to understand me... and many intelligent muslims are embarrassed .. but some are proud of disgusting acts.. world is full of all kinds.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Once a pig always a pig And that you R. Yes no doubt Gulf is the epicenter of Global Terrorism and u r associate with it Come of Islamic Terrorism, life of terrorist is very Short.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "ATROCIOUS! Islamist claim that humans are superior species as Allah created the universe #WhiteSupremacists are dumb but these assholes are beyond them #Islam is an equivalency of idiocy. You dont fuck with #Science #Pakistan #Muslim #idiots #scienceandfaith #sciencewillwin",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Lmao you guys tried to convince people Obama was a secret Muslim cus he’s middle name was Hussein. You idiots don’t get to call anyone deranged.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Idiot U. If country was not divided, this country would hv been in the hands of a joint front of Muslims, dalits and other backward communities. Did you want it? So, division was more important for hardline selfish Hindus, than for Muslims. Study d demography b4 &amp; after partition",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@dancohen3000 @MaxBlumenthal Wheras the Arabs really are behaving people and you scum are ignoring it.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Err...I recall Christians in USA &amp; Canada doing d exact same thing with Native American kids. May be your moral compass got repaired only now? Btw, this could be d only way to stop radical islam 4m bombing d whole world back to d 8th century. For once, I support China.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "#AIMPLB wakes up for judgement against Masjid, built illegally on a Hindu temple structure. Did they ever introspected themselves for joining terrorists groups like ISIS, JeM, LeT etc? Quran been misused by Triple Talaq Nikah Halala like crimes, Fatwas issued against innocents??",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Baylor when Matt Walsh defends traditional values on campus: Insists they don’t support all of his views, hosts a “Love Feast” for triggered students Baylor when a radical SJW leftist “Christian” comes to campus (on their dime):",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "That being said I believe many Christians are good people. Who genuinely care for all people and do good work. The ones who are radical and hateful and tend to support Trump are different story.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Do we have problems? Yes we have and we have the courage to disclose it and own it. Which begs the question how idiot you are uncle? You can't see daily Muslims being lynched in India or even have audacity to talk about it. Let alone Kashmir. Stupid uncle.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "A few bad Muslims doesn't make all Muslims bad. A few bad cops doesn't make all cops bad. So don't let @AOC make you think Puerto Ricans are all idiots. Individualism is better than collectivism. Racism is collectivism. Individualism is freedom.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "#FreePalestine The Palestine is a real country of Muslims, but in reality World Capitalism and Israeli Colonialism erased the sovereignty of the Palestinian people a long time ago. Israel are real terrorists country you idiot",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Tagging the biggest Indian critics of Lockdown : @shahid_siddiqui @RanaAyyub @Shehla_Rashid and also that idiot offspring of Rahul Bajaj, whatisname. Your alma mater realizes the seriousness yet you bloody xerox copy Muslims criticize our PM.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "The post is about the muslim co founder of BLM making death threats against whites, the whole overreaction by idiots who ignore black and muslim slavery. Yeah, thanks for the strawman. Slavery is at its highest 40,000,000. You think this is being done by whitey in Libya? Serious?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@Lithobolos @PoliticalAnt @ZaibatsuNews It's not about any specific individuals, but about an ideaology that will always produce terrorists.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "All #Wahhabis are #Potential #Terrorists! http://bit.ly/2KZn8iT by HH #YounusAlGohar MUST WATCH VIDEO FOR ALL #Muslims #ExMuslims #Wahhabism #Salafism #Deobandi #Islam #Quran #Muhammad #Koran #ISIS #Taliban #AlQaeda #BokoHaram #AlShabab #Daesh #IslamicState #IS #ISIL",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@YusufPeaceful @Clashoftherats @tummala82 @IndyVoices So now you Taquiyya liars deny what is explicit in the Quran. http://t.co/u1r2GhUon9",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": ",hey dont lie with our muslim brothers you idiot, and not to inflame them , operation is on , how they can go for hospital on that time.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@IlhanMN do you know what privilege is? How about your Muslim PRIVILEGE. LET'S MAKE A LIST, SHALL WE? 1. YOU ARE IN CONGRESS. HOW? DON'T KNOW. BUT FRAUD DOES COME TO MIND? 2. THE IDIOTS IN CONGRESS CHANGED THE RULES *JUST FOR YOU* SO YOU CAN PRANCE AROUND IN YOUR HIJAB",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "I am celebrating no WHO. Why didn't we sign out of UN when USA walked out with Israel? We pay for UN and the appoint judges of humanity from terrorist inhumane jihad countries. Most members don't pay their dues. Why should we support that crap",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Prophet Mohammed started jihad or struggle at the same time of origin of Islam. This cult is rooted in Islam. Terrorists explicit and general Muslims implicit. Spread of Islam is done by vested interest or stupidity of people who equate this to humanity.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@chrissmax He is lying. It's Islam. ISIS does nothing that the prophet Mohammed did not also do.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "One of the pedophile prophets big battles was the battle of the trench in Medina. ISIS are trying to imitate that trick with a Mosul trench.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Just to be clear, insulting you individually is not racism, oppression or bigotry. You, on the other hand, are insul;ting the millions of muslims who do experience racism from the right on a daily basis. And it's \"take a knee,\" idiot, not \"take a kneel.\"",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Killing the innocent Muslims in china and not allowing to the proper rights, you are taking about this Idiots.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "A Christian woman is manipulating the words of my Lord Krishna?! You have no right to even up to his name! What did you think that the world was a big massive dance in the park? It was a war against adharma and a aDharma has risen again in Bharat In the form of man-made ideology",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@Ammaawah @jm111t You are following the religion of ignorance with an illiterate prophet and you want to talk about spelling? LOL.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@truaemusic The point is about what the society supports and what it does not support. Barbarity is not an aberration in Muslim society.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@SumbelinaZ @TIB2016 @IronmanL1 @Hatewatch And what is the conspiracy? Islam states clearly that they want to murder http://t.co/rHEBNpaopk",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Terrorism means killing innocent people which is sin not jihad...Terrorists have been defaming and destroying their religion.Lord Krishna said in Bhagvat Geeta \"Only Good actions-emotions-intentions can make a good religion \" because Humanity is origin religion of Humanbeings.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@Ammaawah @jm111t Again, the woman must be obedient to the man, even if he is a fool and she is brilliant.  You are proving my point again.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "This is fake account of one IT Cell idiot by muslim name. Requesting all of you please report this account. Or don’t believe on accounts like this. @zoo_bear @RanaAyyub @MWLOrg_en @AIMPLB_Official @WeIndiasMuslims https://twitter.com/AltafRaja_786",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "My name is a parody of a famous idiot fake Muslim imam guy that you might’ve heard of lmao",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Also Mumbai cancelled #TJ, still a huge spike because of international travellers. Same with Delhi, Calcutta Chennai. International airports, you champion. But you idiots rather blame muslims to hide Modi made disaster. And FYI, I'm not Muslim. Yes you are brainwashed.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@KellyTurner99 @buellerishere @isra_jourisra @fei989 To say, \"don't hate Islam\" is as dumb as saying \"don't hate Nazism\".",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "First terrorist on earth was Muhammad. Muslims talking about terrorism. You Muslims didn't even spare Mohammad's grandson husayn. 7th century idiot and his imaginary god",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Matt Shea, State Congressman \"Christians have..right to kill all.. who support abortion, same-sex marriage / communism so long as.. first given .. opp.. to renounce their heresies\" If that doesn't sound like radical Sharia law then give me a name for it",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "EXCLUSIVE: Kayleigh McEnany's Emotional Tribute To Ravi Zacharias https://youtu.be/vYIY6Scmayc via @YouTube Kayleigh I am persecuted Christian Refugee By Radical Islam A Proud American in Love With my New Home USA TRUMP/PENCE AMORE 4EVA! Kayleigh We Love You And Support TTTTB!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "@adoomieforlyf @Shaffrazz That old lie again. Muslims repeat the same lie again and again. Here is the truth about it http://t.co/a6zuxxS4NE",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "This is such a crazy time. My heart is breaking that freedoms & the ability to have a choice are being ripped away from so many people in such a short span of time. I am a Christian woman, but I stand for equality for all. That means giving others the right to make a decision.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Too bad and too desperate to realize there is no Muslim ban. Joe I think you better rethink your policy proposals, because at the moment you sound like an idiot-",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "List of Most Wanted Terrorists Issued by the Government of Pakistan #Terrorists #Jihad #Islam",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "What do u mean by islamic terrorism....terrorist are those who have caged kashmiris from years...who r killing them one by one....those who kill Dalits...lol",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "religion",
   "instruction": "Absolute idiots . Where were you all for the young girls who were groomed by Muslim men . Should be ashamed",
   "input": ""
 },
 {
